# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
E3E7_F1_NDCG1	E3	HG	390	273	31	0.441600	902.610000	CLOSE	0.000000	1100.100000	W600	71.700000	198.500000
E3E7_F1_NDCG1	E3	NKD	390	291	17	0.456100	639.170000	CLOSE	0.000000	911.690000	W1800	46.080000	104.270000
E3E7_F1_NDCG1	E3	SI	390	253	65	0.417200	1262.660000	SESS_CLOSE	186.250000	1285.560000	W600	139.060000	389.770000
E3E7_F1_NDCG1	E4	HG	384	269	14	0.454100	795.510000	SESS_CLOSE	206.780000	978.620000	W2400	35.010000	134.200000
E3E7_F1_NDCG1	E4	NKD	387	301	15	0.496900	633.460000	SESS_CLOSE	263.840000	797.360000	W900	0.000000	75.780000
E3E7_F1_NDCG1	E4	SI	384	268	27	0.449600	1032.130000	CLOSE	0.000000	900.510000	W1200	39.980000	159.430000
E3E7_F1_NDCG1	E5	HG	387	272	9	0.476800	562.920000	CLOSE	0.000000	1038.910000	W1200	6.060000	68.270000
E3E7_F1_NDCG1	E5	NKD	387	268	26	0.512800	720.930000	CLOSE	0.000000	1031.340000	NO_WALL	45.680000	155.990000
E3E7_F1_NDCG1	E5	SI	387	263	33	0.436100	1064.370000	SESS_CLOSE	184.860000	1071.630000	W1500	81.720000	206.860000
E3E7_F1_NDCG1	E6	HG	384	244	32	0.487100	791.210000	SESS_CLOSE	254.210000	1167.170000	W900	0.000000	211.970000
E3E7_F1_NDCG1	E6	NKD	384	238	63	0.496300	923.670000	SESS_CLOSE	223.870000	1268.850000	W600	132.850000	346.930000
E3E7_F1_NDCG1	E6	SI	384	227	79	0.458600	1272.920000	SESS_CLOSE	381.330000	1261.680000	NO_WALL	248.110000	477.460000
E3E7_F1_NDCG1	E7	HG	393	250	36	0.437000	844.700000	SESS_CLOSE	397.600000	1317.740000	W900	0.000000	234.420000
E3E7_F1_NDCG1	E7	NKD	393	264	71	0.497800	1135.050000	SESS_CLOSE	120.190000	1072.440000	W1800	215.940000	424.640000
E3E7_F1_NDCG1	E7	SI	393	198	112	0.437400	1412.980000	SESS_CLOSE	443.530000	1544.680000	W900	0.000000	632.600000
