# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# stated-vs-realised by score tier, on the judge's OWN ordering; usd_per_session = the one-position replay of that tier over the judge's own sessions
judge	tier_frac	n	score_min	usd_per_trade	win_rate	frac_ge_600	frac_ge_1000	n_seated	usd_per_session
CELL1_LMART_CELL_ALLDATA	0.005000	4734	0.549892	-33.280000	0.461100	0.165800	0.073700	703	-17.810000
CELL1_LMART_CELL_ALLDATA	0.010000	9469	0.497439	-24.530000	0.459900	0.172200	0.079900	1261	-0.030000
CELL1_LMART_CELL_ALLDATA	0.020000	18937	0.439963	-11.660000	0.451500	0.184900	0.092800	2412	2.660000
CELL1_LMART_CELL_ALLDATA	0.050000	47343	0.341633	-10.380000	0.445000	0.193900	0.107800	5114	-39.860000
CELL1_LMART_CELL_ALLDATA	0.100000	94685	0.219737	-20.220000	0.439600	0.192400	0.108300	8145	-41.830000
CELL1_LMART_CELL_ALLDATA	0.200000	189371	0.000049	-24.410000	0.439500	0.190000	0.107700	9745	-132.470000
CELL1_LMART_CELL_ALLDATA	0.500000	473426	-0.513345	-30.460000	0.432400	0.183300	0.105100	9768	-164.540000
CELL1_LMART_CELL_ALLDATA	1.000000	946853	-2.545167	-28.130000	0.434400	0.167700	0.094600	10482	-175.140000
