# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# THE-FIX-LIST: components ranked by recoverable $/session, with the named improvement type
# block A = fixed-contract ladder (additive); B = contract change, D-029 reserved; D = diagnostic
# standalone = the same repair applied ALONE from the judge's own takes (order-free)
rank	judge	component	improvement_type	block	usd_per_session	usd_total	share_of_block_A	standalone_usd_per_session	n_repairs	top_cell	top_cell_usd_per_session
1	CELL1_LMART_CELL_ALLDATA	RANKING_RESIDUAL	scoring/foresight	A	586.640000	1361013.250000	0.433500	2416.620000	0	E3|SI|rg2|ph2	8.450000
2	CELL1_LMART_CELL_ALLDATA	SEL_WRONG_MEMBER	ranking	A	428.060000	993088.610000	0.316300	1251.570000	6296	E7|SI|rg0|ph2	12.970000
3	CELL1_LMART_CELL_ALLDATA	SEL_WRONG_SIDE	validity	A	291.780000	676923.310000	0.215600	535.520000	978	E3|SI|rg2|ph2	8.970000
4	CELL1_LMART_CELL_ALLDATA	EXIT	exit-contract (D-029)	B	155.790000	361432.500000	0.115100			E7|HG|rg0|ph0	8.450000
5	CELL1_LMART_CELL_ALLDATA	RISK	stop-structure (D-029)	B	127.890000	296701.250000	0.094500			E8|NKD|rg2|ph0	7.030000
6	CELL1_LMART_CELL_ALLDATA	OPPORTUNITY	generation/coverage	A	89.240000	207047.500000	0.066000			E5|HG|ALL	15.590000
7	CELL1_LMART_CELL_ALLDATA	SEL_WRONG_MOMENT	moment	A	42.920000	99580.240000	0.031700	89.260000	1331	E8|SI|rg1|ph2	2.010000
8	CELL1_LMART_CELL_ALLDATA	CALIBRATION	threshold	D	0.000000	0.000000	0.000000				
9	CELL1_LMART_CELL_ALLDATA	PARTICIPATION	throughput/abstention	A	-85.520000	-198395.410000	-0.063200	0.000000	327856	E5|SI|rg1|ph0	1.530000
