cid	call	conf	primary
SI-20210701-013480-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-013594-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-013595-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-013728-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-013747-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-013772-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-013773-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-013838-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-013931-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-013965-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-014045-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-014061-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-014074-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-014103-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-014104-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-014374-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-014427-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-014455-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-014473-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-014521-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-014522-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-014659-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-014684-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-014723-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-014729-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-014776-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-014882-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-014883-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-015051-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-015138-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-015394-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-015414-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-015429-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-015973-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-015990-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-016190-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-016327-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-016394-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-016396-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-016506-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-016563-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-016614-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-016681-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-016706-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-016723-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-016733-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=500.14 vs threshold $639.60
HG-20210701-016736-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-016828-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-016884-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-016908-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-017048-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-017213-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-017374-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-017441-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-017796-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-018161-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-018303-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-018306-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-018420-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-018484-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-018923-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-019001-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-019002-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-019038-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-019196-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-019319-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-019358-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-019402-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-019440-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-019514-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=500.14 vs threshold $639.60
HG-20210701-019564-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-019657-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-019711-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-019766-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-019846-L	TAKE	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=650.35 vs threshold $639.60
NKD-20210701-019849-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=650.35 vs threshold $639.60
NKD-20210701-019951-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-019954-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-020113-S	TAKE	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=650.35 vs threshold $639.60
NKD-20210701-020218-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-020220-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-020284-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-020332-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=500.14 vs threshold $639.60
SI-20210701-020628-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-020694-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-020931-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-021610-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-022264-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-022552-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
