# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# THE-FIX-LIST: components ranked by recoverable $/session, with the named improvement type
# block A = fixed-contract ladder (additive); B = contract change, D-029 reserved; D = diagnostic
# standalone = the same repair applied ALONE from the judge's own takes (order-free)
rank	judge	component	improvement_type	block	usd_per_session	usd_total	share_of_block_A	standalone_usd_per_session	n_repairs	top_cell	top_cell_usd_per_session
1	CELL1_PROBE_PRE_V_shared_MULTI_FUSED	RANKING_RESIDUAL	scoring/foresight	A	853.260000	1979564.330000	0.487200	3077.570000	0	E7|SI|rg0|ph2	13.320000
2	CELL1_PROBE_PRE_V_shared_MULTI_FUSED	SEL_WRONG_MEMBER	ranking	A	727.750000	1688377.240000	0.415500	1690.890000	6800	E5|SI|rg1|ph2	18.120000
3	CELL1_PROBE_PRE_V_shared_MULTI_FUSED	SEL_WRONG_SIDE	validity	A	176.780000	410134.860000	0.100900	341.250000	785	E6|SI|rg2|ph2	6.730000
4	CELL1_PROBE_PRE_V_shared_MULTI_FUSED	EXIT	exit-contract (D-029)	B	171.920000	398843.750000	0.098200			E5|SI|rg2|ph0	12.070000
5	CELL1_PROBE_PRE_V_shared_MULTI_FUSED	OPPORTUNITY	generation/coverage	A	89.240000	207047.500000	0.051000			E5|HG|ALL	15.590000
6	CELL1_PROBE_PRE_V_shared_MULTI_FUSED	RISK	stop-structure (D-029)	B	50.420000	116976.250000	0.028800			E7|SI|rg0|ph2	3.190000
7	CELL1_PROBE_PRE_V_shared_MULTI_FUSED	SEL_WRONG_MOMENT	moment	A	20.950000	48601.180000	0.012000	33.370000	979	E3|HG|rg1|ph2	0.980000
8	CELL1_PROBE_PRE_V_shared_MULTI_FUSED	CALIBRATION	threshold	D	0.000000	0.000000	0.000000				
9	CELL1_PROBE_PRE_V_shared_MULTI_FUSED	PARTICIPATION	throughput/abstention	A	-116.560000	-270420.110000	-0.066600	-0.190000	728910	E6|HG|rg2|ph1	1.260000
