# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
PROBE_FUSED_MULTI	E3	HG	137	81	14	0.571400	394.840000	H60	168.560000	427.010000	W2400	35.870000	94.520000
PROBE_FUSED_MULTI	E3	NKD	134	60	20	0.544000	564.740000	H60	264.420000	582.120000	W1500	49.710000	162.980000
PROBE_FUSED_MULTI	E3	SI	147	85	29	0.570400	592.690000	SESS_CLOSE	9.420000	632.940000	W900	0.000000	153.650000
PROBE_FUSED_MULTI	E4	HG	132	81	7	0.539100	421.160000	SESS_CLOSE	2.390000	434.020000	W1800	9.910000	70.650000
PROBE_FUSED_MULTI	E4	NKD	144	68	10	0.544900	494.440000	H60	213.660000	534.750000	W1500	28.680000	105.140000
PROBE_FUSED_MULTI	E4	SI	137	82	14	0.587100	474.090000	CLOSE	0.000000	507.930000	W1200	25.390000	95.210000
PROBE_FUSED_MULTI	E5	HG	131	70	7	0.597700	364.690000	H60	152.080000	376.210000	W450	37.790000	72.970000
PROBE_FUSED_MULTI	E5	NKD	142	62	30	0.616000	609.330000	SESS_CLOSE	15.290000	638.390000	W2400	75.780000	203.680000
PROBE_FUSED_MULTI	E5	SI	134	80	18	0.608400	553.640000	H120	194.670000	578.080000	W900	0.000000	105.040000
PROBE_FUSED_MULTI	E6	HG	135	75	22	0.635700	479.950000	SESS_CLOSE	6.400000	511.890000	W900	0.000000	137.480000
PROBE_FUSED_MULTI	E6	NKD	142	62	36	0.621500	644.810000	SESS_CLOSE	14.650000	705.430000	W2400	80.250000	223.710000
PROBE_FUSED_MULTI	E6	SI	141	71	30	0.637800	611.440000	SESS_CLOSE	12.340000	673.480000	W900	0.000000	185.640000
PROBE_FUSED_MULTI	E7	HG	144	87	17	0.585100	465.060000	CLOSE	0.000000	499.180000	W1800	46.470000	121.760000
PROBE_FUSED_MULTI	E7	NKD	147	67	36	0.593400	701.790000	CLOSE	0.000000	746.530000	W2400	77.560000	199.500000
PROBE_FUSED_MULTI	E7	SI	155	83	47	0.567500	666.290000	SESS_CLOSE	17.120000	767.060000	W300	213.260000	291.030000
PROBE_FUSED_MULTI	E8	HG	146	75	26	0.657500	516.650000	SESS_CLOSE	7.780000	598.390000	W1800	99.690000	198.260000
PROBE_FUSED_MULTI	E8	NKD	151	73	39	0.570800	712.090000	SESS_CLOSE	14.270000	787.280000	NO_WALL	120.000000	254.840000
PROBE_FUSED_MULTI	E8	SI	157	72	40	0.609300	602.790000	CLOSE	0.000000	721.890000	W300	206.590000	255.300000
